Precio,Expensas,Direccion,Ambientes,Tipo,Url,Descripcion
470000,,4 1900,3 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-5-ambientes--16560665,Alquiler dpto 4 e/ 72 y 73 n°1969
250000,,Calle 64 300,Monoam.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16560685,"Alquiler de Departamento MONOAMBIENTE, 64 e 1 y 2 La Plata"
525000,,61 e/ 11 y 800,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-4-ambientes--16561870,Departamento en alquiler de 2 dormitorios en La Plata
700000,12000,53 400,5 ambientes,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-5-ambientes--16561901,"Departamento - Alquiler - Argentina, La Plata - 53 400"
Consultar precio,,65 Nº320 ENTRE 1 Y 2 - 2ºB,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16584294,Departamento en La Plata
USD 900,,44 entre 15 y 16,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16585512,"Departamento - Alquiler - Argentina, La Plata"
350000,120000,17 e/43 y 44,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16588943,"Alquiler de Departamento 2 AMBIENTES, Casco Urbano, La Plata"
400000,,Diagonal 76 300,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16589329,"Departamento - Alquiler - Argentina, La Plata - diagonal 76 300"
300000,25000,23 N° al 1600,Monoam.,"Policlinico, La Plata",https://www.argenprop.com/departamento-en-alquiler-en-policlinico-1-ambiente--16589645,ALQUILER Monoambiente con terraza
440000,160000,41 E/ 10 y Diag. 77,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16590349,"Departamento en alquiler 1 dormitorio, zona plaza belgrano"
430000,,"Calle 45 1100, Piso 1",1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16590359,DEPARTAMENTO EN ALQUILER - LA PLATA
49000,49000,60 Nº1124 ENTRE 17 Y 18 - 9ºD,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16592884,Departamento en La Plata
120000,120000,55 Nº713 ENTRE 9 Y 10 - 2ºB,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16593114,Departamento en La Plata
320000,,7 Entre 62 y 63 1200,,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16594609,Mono ambiente con balcón al frente.
24000,24000,57 Nº382 ENTRE 2 Y 3 - 1ºB,,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16595974,Departamento en La Plata
423600,,Avenida 38 e/ 18 y Plaza Güemes,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/casa-en-alquiler-en-la-plata-2-ambientes--16596117,Casa en alquiler - 1 Dormitorio 1 Baño - 100Mts2 - La Plata
420000,50000,Calle 33 E 12 y 13 800,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16596668,Departamento 1 dormitorio con cochera en alquiler
360000,,Calle 57 e/ 10 y 11,2 ambientes,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16597069,"Departamento - Alquiler - Argentina, La Plata"
485000,,37 1100,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16598044,"Alquiler de Departamento 3 AMBIENTES , La Plata."
460000,,"55 E/ 13 Y 14 , Piso 3",1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16463616,"Alquiler de un dormitorio divisible en dos, zona Pza. Moreno"
500000,,DUPLEX EN ALQUILER 65 E/28 Y 29,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/casa-en-alquiler-en-la-plata-4-ambientes--16604993,Dúplex en alquiler de 2 dormitorios en La Plata
280000,51000,66 E/ 27 y 28 1600,,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16605466,Departamento ALQUILER LA PLATA monoambiente nuevo
350000,,49 2000,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16609682,Alquiler de Departamento 2 AMBIENTES en Gambier
340000,20000,23 E/ 34 y 35,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16610681,Departamento un dormitorio en alquiler
Consultar precio,,48 Nº558 ENTRE 6 Y 7 - 12ºB,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16610783,Departamento en La Plata
380000,,70 e/ 7 y 8 - La Plata,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16611931,DEPARTAMENTO DE 1 DOR 70 E/ 7 Y 8
280000,50000,29 e/ 523 y 524,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16612177,29 e/ 523 y 524 - DEPTO 2 DORMITORIOS
320000,50000,29 e/523 y 524,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16612179,29 e/ 523 y 524 - DEPTO 2 DORMITORIOS
410000,60000,5/66 y 67,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata--16612180,Departamento - La Plata
370000,,Dg. 93 (25 y 60),2 ambientes,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16615799,"Departamento - Alquiler - Argentina, La Plata"
350000,,Dg 79 Esq. calle 6 y 54,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16615800,"Departamento - Alquiler - Argentina, La Plata"
350000,,Dg. 93 (25 y 60),2 ambientes,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16615802,"Departamento - Alquiler - Argentina, La Plata"
360000,,Dg 79 Esq. calle 6 y 54,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16615803,"Departamento - Alquiler - Argentina, La Plata"
390000,44000,42 e/ 1 y 2,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16616664,Departamento en alquiler - 1 Dormitorio 1 Baño - 61Mts2 - La Plata
80000,80000,Calle 25 esquina 49,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16474426,Departamento en Alquiler de categoría Parque San Martin 2 Dormitorios
USD 1200,,Calle 5 e/32 y 33,3 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-6-ambientes--16593624,Departamento en Alquiler 3 Dormitorios + Cochera
325000,,58,Monoam.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16624420,Departamentos en alquiler La Plata
500000,50000,6 esquina 48,2 dorm.,"Microcentro, La Plata",https://www.argenprop.com/departamento-en-alquiler-en-microcentro-4-ambientes--16625568,DEPTO 2 DORMITORIOS EN ALQUILER MICROCENTRO
300000,,Calle 142 E 519 y 520 1300,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/ph-en-alquiler-en-la-plata-3-ambientes--16626377,"PH en alquiler La Plata, 2 dormitorios y patio"
350000,28000,144/60 y 61,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata--16626458,Departamento - La Plata
450000,,522,4 ambientes,"La Plata, Buenos Aires",https://www.argenprop.com/ph-en-alquiler-en-la-plata-4-ambientes--16626473,"Alquiler de Casa 4 AMBIENTES, calle 522 esquina 135 La Plata"
500000,,1/82 y 83,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/casa-en-alquiler-en-la-plata-3-ambientes--16629465,Casa - La Plata
490000,25000,526,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16629921,DEPTO TIPO DUPLEX - 526 e/ 25 y 26
45000,45000,61 Nº414 e/ 3 y 4 - 1ºF,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16630526,Departamento en La Plata
402000,60000,3 e/ 43 y Avenida 44,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16631139,Departamento en alquiler - 1 Dormitorio 1 Baño - 58Mts2 - La Plata
400000,60000,Calle 14 Entre 32 y 33 0,,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16631186,ALQUILER Monoambiente a estrenar con balcón y SUM
350000,,"30 Entre 58 Y 59 , Piso 1",3 ambientes,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--13543000,Departamento de 2 Dormitorios al frente
320000,,7 Entre 62 y 63 1200,,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16635797,Mono ambiente con balcón al frente.
300000,40000,39 e/ 7 y 8 n 607 13 B,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16636217,Departamento en Alquiler La Plata - Dacal Bienes Raíces
450000,50000,55/13 y 14,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata--16636575,Departamento - La Plata
Consultar precio,,11 nº512 entre 42 y 43 - 2ºB,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16637228,Departamento en La Plata
500000,55000,4 e/ 64 y 65 N 1571 PISO 3 DTO F,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16637563,Departamento en Alquiler Calle 4 E/ 64 Y 65 Dacal Bienes Raices
600000,120000,62 E/ 3 y 4 400,3 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-4-ambientes--16637618,DEPARTAMENTO EN ALQUILER EN LA PLATA 3 DORMITORIOS
600000,120000,Calle 62 Entre 3 y 4 400,3 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-4-ambientes--16638126,Departamento 3 dormitorios con COCHERA - ALQUILER
251000,,3 e/ 39 y 40 300,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16638160,Departamento en Alquiler en La Plata [Cod: -11353]
450000,75000,54 e/ 2 y 3,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-4-ambientes--16638768,Departamento en Soho La Plata
530000,50000,Calle 14 E/ 43 y 44 500,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16638975,"DEPARTAMENTO UN DORMITORIO EN ALQUILER, LA PLATA"
330000,90000,Av 38,Monoam.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16639448,"Departamento - Alquiler - Argentina, La Plata"
300000,24000,Calle 25 0,,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16640332,ALQUILER MONOAMBIENTE CALLE 25 E 33 Y 34
280000,250000,25 e/ 68 y 69 n 1785 Piso 5 Dto A,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16643451,Departamento de 1 dormitorio en La Plata calle 25 e/ 68 y 69 - Dacal Bienes Raíces
800000,67000,"Calle 43 800, Piso 8",2 dorm.,"Plaza Paso, La Plata",https://www.argenprop.com/departamento-en-alquiler-en-plaza-paso-3-ambientes--16643723,DEPARTAMENTO EN ALQUILER - LA PLATA
900000,150000,14,1 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16644318,ALQUILER DPTO UN DORM AMOBLADO EN 14 Y 46
450000,5000,"Calle 30 300, Piso 1",2 dorm.,"Parque Castelli, La Plata",https://www.argenprop.com/departamento-en-alquiler-en-parque-castelli-3-ambientes--16644955,DEPARTAMENTO EN ALQUILER - LA PLATA
400000,16000,Avenida 7 y 520,1 dorm.,"Ringuelet, La Plata",https://www.argenprop.com/departamento-en-alquiler-en-ringuelet-2-ambientes--16645202,Departamento en alquiler - 1 Dormitorio 1 Baño - 47Mts2 - Ringuelet
401000,,5 esquina 57 1200,3 dorm.,"Plaza Rocha, La Plata",https://www.argenprop.com/departamento-en-alquiler-en-plaza-rocha-4-ambientes--16645953,Departamento en Alquiler en La Plata [Cod: -10091]
320000,28000,20 46 y 47,2 ambientes,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16646748,"Departamento - Alquiler - Argentina, La Plata"
800000,95000,13 1100,2 dorm.,"La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-4-ambientes--16650377,"Departamento - Alquiler - Argentina, La Plata - 13 1100"
300000,40000,24 e/ 37 y 38 n272 Piso 3 Dto B,1 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16650379,"Departamento en alquiler en La Plata - Dacal Bienes Raíces Semipiso en alquiler de 1 dormitorio con placard, cocina-comedor y balcón al frente con vista a parque alberti."
280000,,69 e/ 24 y 25 n 1467 Depto 2,2 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16651033,"Departamento en alquiler en La Plata - Dacal Bienes Raíces Departamento en planta baja tipo ph en alquiler, cuenta con cocina separada, living comedor, 2 dormitorios, baño completo y patio. Sin expensas."
600000,95000,57 Entre 17 y 18 1100,2 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16652082,"Departamento en alquiler calle 57 Departamento en alquiler en calle 57 entre 17 y 18.Departamento en un 2do piso al frente, en excelentes condiciones. Cuenta con 2 dormitorios, living-comedor con cocina integrada con barra desayunadora. Balcón corrido.Instalación de lavarropas en la cocina.Cerca de la av. 13 siendo esta una de las principales avenidas de la ciudad en donde encontramos acceso rápido a otros puntos de la ciudad"
370000,70000,12/42 y 43,1 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16652188,"Departamento - La Plata Edificio credil. Muy buen departamento con balcón. Muy luminoso. Piso flotante, placard con interiores. Alquiladoalberto dacal propiedades: código de la propiedad 23938"
370000,,6 y 48,1 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16652593,"Departamento en alquiler - 1 dormitorio 1 baño - 35mts2 - La Plata _ Departamento de 1 dormitorio en alquiler ubicado sobre calle 6 y 48 (la plata, buenos aires). Desarrollado en noveno piso, con disposición contrafrente y orientación oeste. _ Posee cocina equipada con muebles sobre y bajo mesada integrada al living comedor, un dormitorio con placar empotrado y baño completo. Luminoso. Departamento eléctrico, no"
450000,100000,49 e 17 y 18 N 1118 4 B,1 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16652823,"Departamento en Alquiler La Plata Excelente departamento en alquiler. 1 dormitorio con placard e interiores, cocina con conexión para lavarropas, comedor diario, baño y balcón al frente. Cuenta con calefacción por radiadores, aire acondicionado f/c y cortinas black out."
53800,53800,50 nº1437 entre 23 y 24 - 2ºA,2 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16653501,"Departamento en La Plata Departamento de categoria en zona de parque san martin, cuenta con un dormitorio con placard tipo loof, el segundo dormitorio posee vestidor, baño completo con ante baño, un toilette, cocina separada, y un amplio estar comedor. Balcón corrido! Exp$ 53.800"
535000,55000,"46 500, Piso 4",2 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16656139,"Alquiler semipiso 2 dormitorios 46 e/5 y 6 Alquiler de departamento en calle 46 entre 5 y 6, céntrico, próximo a varias facultadescuarto piso al frentreliving comedor con cocina muy completa integrada por barra desayunadoracocina con bajo mesada. Lavadero separado.Dos dormitorios, el principal con placar baño completo con antebañobalcón amplio con parrillamuy luminoso."
430000,40000,2 Esquina 54 1000,2 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-3-ambientes--16656184,"Departamento alquiler La Plata 2 dormitorios 2 esquina 54, departamento ubicado en un tercer piso con cocina separada2 dormitoriosbaño completoaprox 45 mts cubexpensas disponible yaaaaaaaaaaacorredor responsable: sebastián rico col. 6420, t°xii f°60 / juan ignacio ledesma cpi 8948 - contacto: marisel gomez gonzalez - mls id # -207remax argentina s.R.L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en"
640000,,"13 1500, Piso 7",,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16656309,"Alquiler departamento monoambiente en Av. 13 y 64 Amoblado Alquiler departamento monoambiente en av. 13 entre 63 y 64 a metros del hospital de niños sor maría ludovica, parque saavedra y centro comercial de calle 12.Séptimo piso al frente con balcón, 32 mts2. Ambiente amplio con cocina integrada con barra. Pequeño vestidor. Baño completo con ventilación natural. Totalmente equipado:cama somier de dos plazas (queen) mas un sofá cama de una plaza. Se"
265000,140000,17 e/ 43 y 44,,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-1-ambiente--16656389,"Departamento Monoambiente en alquiler - 1 Baño - 35Mts2 - La Plata _ Departamento monoambiente en alquiler ubicado sobre calle 17 entre 43 y avenida 44 (la plata, buenos aires). Desarrollado en primer piso por ascensor, con disposición frente y orientación norte._ El mismo posee cocina equipada con muebles bajo mesada, un espacio principal con espacios de guardado empotrados y un baño completo. Luminoso, cuenta con muy buena ventilación natural._"
490000,60000,Avenida 19 E/ Pza. Azquenaga y 45 600,1 dorm.,"Departamento en Alquiler en La Plata, Buenos Aires",https://www.argenprop.com/departamento-en-alquiler-en-la-plata-2-ambientes--16656393,"DEPARTAMENTOS EN ALQUILER LA PLATA 1 DORMITORIO Av. 19 e/ pza. Azquenaga y 45departamento pasante de 1 dormitorio con cocina separada p/ barra desayunadora, living comedor integrados, balcón al frente con vista a la plaza azquenaga, baño completo con bañera y dormitorio con placard. Tiene calefactores tiro balanceado y aire acondicionado.El edificio cuenta con sum c/ parrila y laundry.No dude en comuncarse para solicitar una entrevista"
